2020-03-23 22:43:30.473470	https://www.encodeproject.org/report/?type=Experiment&status=released&assay_title=DNase-seq&assembly=hg19&limit=all
ID	Accession	Assay name	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment concentration	Biosample treatment concentration units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR000EOG/	ENCSR000EOG	DNase-seq	DNase-seq			pulmonary artery endothelial cell female	pulmonary artery endothelial cell	DNase-seq on human HPAEC	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF000AFX/,/files/ENCFF001DJM/,/files/ENCFF001DJN/,/files/ENCFF001DJP/,/files/ENCFF001DJR/,/files/ENCFF001DJS/,/files/ENCFF001SRL/,/files/ENCFF001WLJ/,/files/ENCFF001WLK/,/files/ENCFF001DJQ/,/files/ENCFF489ZFZ/,/files/ENCFF283DDS/,/files/ENCFF201RNY/,/files/ENCFF420BCS/,/files/ENCFF215JPV/,/files/ENCFF720SPA/,/files/ENCFF636TFL/,/files/ENCFF897JBO/,/files/ENCFF379OUT/,/files/ENCFF928KPV/,/files/ENCFF913JBG/,/files/ENCFF153GLU/,/files/ENCFF263TNG/,/files/ENCFF265EUS/,/files/ENCFF491IVM/,/files/ENCFF812JGI/,/files/ENCFF448KLB/,/files/ENCFF962OIE/,/files/ENCFF537YCZ/,/files/ENCFF506IBG/,/files/ENCFF927SRZ/,/files/ENCFF433VGZ/,/files/ENCFF032ZHQ/,/files/ENCFF719ZEX/,/files/ENCFF257MNQ/,/files/ENCFF144SQI/,/files/ENCFF811KVP/,/files/ENCFF467REC/,/files/ENCFF104XMW/,/files/ENCFF474RRG/,/files/ENCFF135GGL/,/files/ENCFF596PRJ/,/files/ENCFF084PQH/,/files/ENCFF671ZJP/,/files/ENCFF699LMY/		ENCBS320AAA	1	1		Homo sapiens	unknown											/replicates/e072f25d-4fdc-48cc-b7af-a96bf97d96df/
/experiments/ENCSR282QFE/	ENCSR282QFE	DNase-seq	DNase-seq			stomach female embryo (121 days)	stomach		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF092FEK/,/files/ENCFF204FSV/,/files/ENCFF278ROU/,/files/ENCFF775FUV/,/files/ENCFF869GRT/,/files/ENCFF865OMN/,/files/ENCFF984WVS/,/files/ENCFF447UPF/,/files/ENCFF241GVI/,/files/ENCFF778OEC/,/files/ENCFF182SHW/,/files/ENCFF650MCI/,/files/ENCFF886KIY/,/files/ENCFF392PUD/,/files/ENCFF805OCQ/,/files/ENCFF319SLX/,/files/ENCFF400DTN/,/files/ENCFF850TOC/,/files/ENCFF187NZJ/,/files/ENCFF528CMR/,/files/ENCFF978YBT/,/files/ENCFF038TGY/,/files/ENCFF392BAZ/,/files/ENCFF799KPM/,/files/ENCFF682OQR/,/files/ENCFF866HTD/,/files/ENCFF726HSG/,/files/ENCFF514GTX/,/files/ENCFF688EZK/,/files/ENCFF123OIJ/,/files/ENCFF362WET/,/files/ENCFF964VDA/,/files/ENCFF590HJZ/,/files/ENCFF248JJB/,/files/ENCFF792JOV/,/files/ENCFF257CMT/,/files/ENCFF124RMU/,/files/ENCFF849IJR/,/files/ENCFF894WGE/,/files/ENCFF913QOT/	/reference-epigenomes/ENCSR400ILZ/	ENCBS493GWO	1	4		Homo sapiens	embryonic	121 days										/replicates/4abf2388-8ed5-4657-93ab-1a7b2a136e68/
/experiments/ENCSR937RVN/	ENCSR937RVN	DNase-seq	DNase-seq			muscle of leg male embryo (115 days)	muscle of leg		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF853TSC/,/files/ENCFF095AKY/,/files/ENCFF175BCP/,/files/ENCFF611ODB/,/files/ENCFF290WED/,/files/ENCFF438QHN/,/files/ENCFF873MKA/,/files/ENCFF401SKP/,/files/ENCFF256MKR/,/files/ENCFF284ZJC/,/files/ENCFF405IVO/,/files/ENCFF950NHH/,/files/ENCFF748ZUH/,/files/ENCFF831NPG/,/files/ENCFF167ZBD/,/files/ENCFF372FJY/,/files/ENCFF618NGP/,/files/ENCFF461CVF/,/files/ENCFF158TEN/,/files/ENCFF543KDP/,/files/ENCFF222ZZI/,/files/ENCFF092BJO/,/files/ENCFF736QJZ/,/files/ENCFF495WUV/,/files/ENCFF567CPF/,/files/ENCFF061WQO/,/files/ENCFF198FAC/,/files/ENCFF444BPL/,/files/ENCFF502FQS/,/files/ENCFF059OKL/,/files/ENCFF158YJR/,/files/ENCFF742XUV/,/files/ENCFF568IND/,/files/ENCFF465ZVV/,/files/ENCFF144RFM/,/files/ENCFF116WYF/,/files/ENCFF325ZVV/,/files/ENCFF125ZYT/	/reference-epigenomes/ENCSR820MXK/	ENCBS813EAV	1	2		Homo sapiens	embryonic	115 days										/replicates/b3381eeb-ffbb-4148-9844-ddfdaa450e02/
/experiments/ENCSR753QKD/	ENCSR753QKD	DNase-seq	DNase-seq			muscle of arm female embryo (98 days)	muscle of arm		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF308VDC/,/files/ENCFF791ODO/,/files/ENCFF886DDL/,/files/ENCFF410LSD/,/files/ENCFF257ORZ/,/files/ENCFF972FZD/,/files/ENCFF982KEI/,/files/ENCFF837KHA/,/files/ENCFF862RWH/,/files/ENCFF081YOS/,/files/ENCFF027HWH/,/files/ENCFF746IPC/,/files/ENCFF411EVY/,/files/ENCFF369UIK/,/files/ENCFF197JIS/,/files/ENCFF836TVC/,/files/ENCFF924WLA/,/files/ENCFF762SWA/,/files/ENCFF852IEJ/,/files/ENCFF964BFQ/,/files/ENCFF857TOF/,/files/ENCFF155XCN/,/files/ENCFF337AQT/,/files/ENCFF240PRN/,/files/ENCFF851IQY/,/files/ENCFF445ACC/,/files/ENCFF282BUD/,/files/ENCFF628IJK/,/files/ENCFF382IZJ/,/files/ENCFF813XUQ/,/files/ENCFF989EMJ/,/files/ENCFF287DYH/,/files/ENCFF099CHE/,/files/ENCFF512LDK/,/files/ENCFF871YFT/,/files/ENCFF554BXR/		ENCBS054WKY	1	1		Homo sapiens	embryonic	98 days										/replicates/2b134537-c780-4342-8e94-d1fac7481706/
/experiments/ENCSR888GBS/	ENCSR888GBS	DNase-seq	DNase-seq			muscle of arm male embryo (96 days)	muscle of arm		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF583QFJ/,/files/ENCFF292QLQ/,/files/ENCFF994YDK/,/files/ENCFF131TKG/,/files/ENCFF406KIX/,/files/ENCFF810JVJ/,/files/ENCFF564ATY/,/files/ENCFF996VLV/,/files/ENCFF453TPG/,/files/ENCFF022HMB/,/files/ENCFF317BCY/,/files/ENCFF607AYQ/,/files/ENCFF225GDA/,/files/ENCFF285WNV/,/files/ENCFF963FTR/,/files/ENCFF888ROW/,/files/ENCFF186EHG/,/files/ENCFF440DXT/,/files/ENCFF901XEJ/,/files/ENCFF485NAD/,/files/ENCFF372WKE/,/files/ENCFF321YWM/,/files/ENCFF525IUH/,/files/ENCFF588RVG/,/files/ENCFF868KCX/,/files/ENCFF259GAI/,/files/ENCFF813JFB/,/files/ENCFF158IRO/,/files/ENCFF022SPP/,/files/ENCFF652KSC/,/files/ENCFF197YRD/,/files/ENCFF560XJK/,/files/ENCFF499OHP/,/files/ENCFF449TFC/,/files/ENCFF696ZBX/,/files/ENCFF885JLD/,/files/ENCFF818RVR/		ENCBS655AMM	1	2		Homo sapiens	embryonic	96 days										/replicates/f0a80567-d57d-4493-b498-52219195dd9b/
/experiments/ENCSR000EKJ/	ENCSR000EKJ	DNase-seq	DNase-seq			iPS-NIHi11 originated from AG20443	iPS-NIHi11	DNase-seq on human iPS NIHi11	Gregory Crawford, Duke	ENCODE	released	/files/ENCFF000STZ/,/files/ENCFF000SUC/,/files/ENCFF000SUD/,/files/ENCFF000SUE/,/files/ENCFF000SUF/,/files/ENCFF000SUG/,/files/ENCFF000SUI/,/files/ENCFF000SUO/,/files/ENCFF000SUQ/,/files/ENCFF001UWI/,/files/ENCFF334VCI/,/files/ENCFF106SQN/,/files/ENCFF952PFP/,/files/ENCFF431OOZ/,/files/ENCFF790CEH/,/files/ENCFF340EQQ/,/files/ENCFF214KJH/,/files/ENCFF735BRL/,/files/ENCFF802JIO/,/files/ENCFF528CJO/,/files/ENCFF218EWL/,/files/ENCFF692GEK/,/files/ENCFF966TAG/,/files/ENCFF157LBK/,/files/ENCFF565AEK/,/files/ENCFF676DSS/,/files/ENCFF413KJE/,/files/ENCFF675VHK/,/files/ENCFF805IJX/,/files/ENCFF384PSA/,/files/ENCFF271XMS/,/files/ENCFF211EHG/,/files/ENCFF994LZN/,/files/ENCFF365FJR/,/files/ENCFF030BEV/,/files/ENCFF123QVF/,/files/ENCFF775UKI/,/files/ENCFF079UCU/		ENCBS556ENC	1	1,3,2		Homo sapiens	adult	71 years										/replicates/cc73f1b4-1ec1-47b0-bd85-63581d63a0d1/,/replicates/5187ab6b-b348-40bc-90e4-c232e9b603d4/,/replicates/d16341f1-20e3-4f1d-9726-6c9e10ca42d4/
/experiments/ENCSR453EVC/	ENCSR453EVC	DNase-seq	DNase-seq			common myeloid progenitor, CD34-positive male adult (36 years)	common myeloid progenitor, CD34-positive		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF840ZYR/,/files/ENCFF579UQQ/,/files/ENCFF618BFP/,/files/ENCFF964CBF/,/files/ENCFF782SAM/,/files/ENCFF512BBS/,/files/ENCFF344HTH/,/files/ENCFF929VDK/,/files/ENCFF468MLZ/,/files/ENCFF157WWM/,/files/ENCFF216TQJ/,/files/ENCFF331UYM/,/files/ENCFF270ZPP/,/files/ENCFF467ADD/,/files/ENCFF984KZE/,/files/ENCFF673QOZ/,/files/ENCFF482MFT/,/files/ENCFF570HNL/,/files/ENCFF680IEF/,/files/ENCFF800DCV/,/files/ENCFF271EUR/,/files/ENCFF976PZJ/,/files/ENCFF700BVO/,/files/ENCFF824REP/,/files/ENCFF400IOO/,/files/ENCFF686ZXP/,/files/ENCFF165OXW/,/files/ENCFF951GIL/,/files/ENCFF892YXG/,/files/ENCFF256CJJ/,/files/ENCFF389XNA/,/files/ENCFF139ZYV/,/files/ENCFF813RDN/,/files/ENCFF289AWO/,/files/ENCFF548PXS/,/files/ENCFF947CKH/,/files/ENCFF732ZRV/,/files/ENCFF800ZLW/,/files/ENCFF384KQL/,/files/ENCFF236NXY/,/files/ENCFF936IDJ/,/files/ENCFF490SVU/,/files/ENCFF513PIS/	/reference-epigenomes/ENCSR970ENS/	ENCBS602GFU	1	7		Homo sapiens	adult	36 years										/replicates/b005cb94-1bc9-4f2d-bce9-f1bbf642f4ff/
/experiments/ENCSR891VOV/	ENCSR891VOV	DNase-seq	DNase-seq			B cell female adult (34 years)	B cell		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF459UMH/,/files/ENCFF994CWB/,/files/ENCFF829UTZ/,/files/ENCFF683KPP/,/files/ENCFF177VOU/,/files/ENCFF591NQM/,/files/ENCFF437WGA/,/files/ENCFF403PJS/,/files/ENCFF111DYJ/,/files/ENCFF603FFJ/,/files/ENCFF541ZNP/,/files/ENCFF431JPD/,/files/ENCFF722OSZ/,/files/ENCFF091HFI/,/files/ENCFF241QWI/,/files/ENCFF158VQA/,/files/ENCFF850HTF/,/files/ENCFF135TPK/,/files/ENCFF355LDD/,/files/ENCFF654IWG/,/files/ENCFF028GCX/,/files/ENCFF658NCD/,/files/ENCFF190GDD/,/files/ENCFF743UIL/,/files/ENCFF028OWR/,/files/ENCFF104EQW/,/files/ENCFF843JLF/,/files/ENCFF238LUI/,/files/ENCFF792NMO/,/files/ENCFF449DCN/,/files/ENCFF931KLL/,/files/ENCFF469VSO/,/files/ENCFF063OUM/,/files/ENCFF817ZNP/,/files/ENCFF957KRB/,/files/ENCFF968TTN/,/files/ENCFF803LDE/		ENCBS727DXY	1	2		Homo sapiens	adult	34 years										/replicates/57d74f34-3212-40b6-b2ed-8023fc6bcdbf/
/experiments/ENCSR000EIW/	ENCSR000EIW	DNase-seq	DNase-seq			AG08396	AG08396	DNase-seq on human FibroP (AG08396)	Gregory Crawford, Duke	ENCODE	released	/files/ENCFF000SIV/,/files/ENCFF000SIX/,/files/ENCFF000SIY/,/files/ENCFF000SIZ/,/files/ENCFF000SJA/,/files/ENCFF000SJC/,/files/ENCFF000SJD/,/files/ENCFF000SJF/,/files/ENCFF000SJL/,/files/ENCFF001UUV/,/files/ENCFF713ECL/,/files/ENCFF739YIT/,/files/ENCFF328XMN/,/files/ENCFF026WBB/,/files/ENCFF045TLY/,/files/ENCFF044WDV/,/files/ENCFF416VOW/,/files/ENCFF829AMH/,/files/ENCFF752HCY/,/files/ENCFF467WLQ/,/files/ENCFF352PKJ/,/files/ENCFF274PQL/,/files/ENCFF725RPO/,/files/ENCFF929AOB/,/files/ENCFF565KMM/,/files/ENCFF600AQO/,/files/ENCFF544XWR/,/files/ENCFF787MSC/,/files/ENCFF440SJJ/,/files/ENCFF931AEM/,/files/ENCFF882JXQ/,/files/ENCFF454HEQ/,/files/ENCFF236XHR/,/files/ENCFF181XVE/,/files/ENCFF364PGN/,/files/ENCFF831PKZ/,/files/ENCFF903VVW/,/files/ENCFF521FRL/,/files/ENCFF784OVJ/,/files/ENCFF182GPK/,/files/ENCFF064GGH/	/matched-sets/ENCSR036ZLG/,/organism-development-series/ENCSR694TIR/	ENCBS288AAA	1	1,3,2		Homo sapiens	adult	85 years										/replicates/27904f3e-38ad-4f16-bff0-617376f9211c/,/replicates/f52e5baf-23b4-4715-a76c-6943ff871abd/,/replicates/db6f4725-a44d-4dfd-a9e7-be38fd53b410/
/experiments/ENCSR826ERZ/	ENCSR826ERZ	DNase-seq	DNase-seq			muscle of arm embryo (101 days)	muscle of arm		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF032ZQB/,/files/ENCFF592NZC/,/files/ENCFF040WPR/,/files/ENCFF543NBZ/,/files/ENCFF187CJT/,/files/ENCFF776QSF/,/files/ENCFF536QQX/,/files/ENCFF711VFJ/,/files/ENCFF511LCE/,/files/ENCFF850FRS/,/files/ENCFF443DXI/,/files/ENCFF337KND/,/files/ENCFF751PIN/,/files/ENCFF064LTH/,/files/ENCFF569SWV/,/files/ENCFF351NZU/,/files/ENCFF350LAS/,/files/ENCFF934EAN/,/files/ENCFF112YET/,/files/ENCFF475BQT/,/files/ENCFF110SZL/,/files/ENCFF192FKY/,/files/ENCFF990RTM/,/files/ENCFF996RHV/,/files/ENCFF303UZK/,/files/ENCFF924PVB/,/files/ENCFF232UQE/,/files/ENCFF188ZFG/,/files/ENCFF917DXU/,/files/ENCFF333SZU/,/files/ENCFF334XBX/,/files/ENCFF151PSG/,/files/ENCFF275REM/,/files/ENCFF219GDQ/,/files/ENCFF227CMU/,/files/ENCFF196NWG/,/files/ENCFF232WCY/		ENCBS180RZG	1	2		Homo sapiens	embryonic	101 days										/replicates/af543ea1-f15b-4925-9d9d-e97dc212f4ce/
/experiments/ENCSR059LXL/	ENCSR059LXL	DNase-seq	DNase-seq			muscle of leg male embryo (96 days)	muscle of leg		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF544PNV/,/files/ENCFF844QIF/,/files/ENCFF138LZU/,/files/ENCFF424NRV/,/files/ENCFF440RMT/,/files/ENCFF401KMU/,/files/ENCFF180PDS/,/files/ENCFF579QTP/,/files/ENCFF245RIP/,/files/ENCFF832OTJ/,/files/ENCFF696GRB/,/files/ENCFF289VMW/,/files/ENCFF401RGR/,/files/ENCFF981LNF/,/files/ENCFF881LWN/,/files/ENCFF741XYH/,/files/ENCFF235VZN/,/files/ENCFF484VVG/,/files/ENCFF857PAY/,/files/ENCFF575ZWL/,/files/ENCFF213XLZ/,/files/ENCFF026PQS/,/files/ENCFF246NUE/,/files/ENCFF548QMB/,/files/ENCFF690MWO/,/files/ENCFF313CKZ/,/files/ENCFF813VDR/,/files/ENCFF181AOB/,/files/ENCFF915INZ/,/files/ENCFF833SNK/,/files/ENCFF411YPY/,/files/ENCFF832JCY/,/files/ENCFF659MZH/,/files/ENCFF132LGE/,/files/ENCFF408GIS/,/files/ENCFF971TRF/,/files/ENCFF029DWP/,/files/ENCFF623LAG/	/reference-epigenomes/ENCSR820MXK/	ENCBS517FUR	1	2		Homo sapiens	embryonic	96 days										/replicates/0f7ae83b-029f-4b0c-bdb9-2d6a17a90969/
/experiments/ENCSR956NOL/	ENCSR956NOL	DNase-seq	DNase-seq			muscle of arm male embryo (127 days)	muscle of arm		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF184SKQ/,/files/ENCFF659ANL/,/files/ENCFF036PYG/,/files/ENCFF201ARQ/,/files/ENCFF232RUH/,/files/ENCFF778VCG/,/files/ENCFF185MVZ/,/files/ENCFF282BQK/,/files/ENCFF592FSY/,/files/ENCFF258AZM/,/files/ENCFF840APC/,/files/ENCFF148KGZ/,/files/ENCFF668EAQ/,/files/ENCFF904EIS/,/files/ENCFF055FNI/,/files/ENCFF763MFY/,/files/ENCFF225NDP/,/files/ENCFF517DTZ/,/files/ENCFF764GEI/,/files/ENCFF362GYE/,/files/ENCFF823SJJ/,/files/ENCFF207MIU/,/files/ENCFF006NCQ/,/files/ENCFF035VAD/,/files/ENCFF963NPI/,/files/ENCFF875HWC/,/files/ENCFF731YCF/,/files/ENCFF003FRT/,/files/ENCFF642TXN/,/files/ENCFF985EES/,/files/ENCFF108JUG/,/files/ENCFF488DVZ/,/files/ENCFF789VFI/,/files/ENCFF880QBE/,/files/ENCFF206GBJ/,/files/ENCFF487VIT/		ENCBS261IIB	1	1		Homo sapiens	embryonic	127 days										/replicates/a2fe87b6-e496-456d-bf2d-81f8a4a3cf33/
/experiments/ENCSR476SDZ/	ENCSR476SDZ	DNase-seq	DNase-seq			muscle of back male embryo (108 days)	muscle of back		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF156TCL/,/files/ENCFF181YPV/,/files/ENCFF468TOZ/,/files/ENCFF230RLQ/,/files/ENCFF771ABR/,/files/ENCFF308YOV/,/files/ENCFF180VGJ/,/files/ENCFF414BFO/,/files/ENCFF808LGV/,/files/ENCFF406DLJ/,/files/ENCFF643TXW/,/files/ENCFF218ASF/,/files/ENCFF240GAJ/,/files/ENCFF539OHH/,/files/ENCFF905BHZ/,/files/ENCFF355UYD/,/files/ENCFF779SXB/,/files/ENCFF622CYO/,/files/ENCFF504INS/,/files/ENCFF306UIG/,/files/ENCFF042VIN/,/files/ENCFF381CLP/,/files/ENCFF189ZMD/,/files/ENCFF682PVS/,/files/ENCFF155AZA/,/files/ENCFF302BVR/,/files/ENCFF852WHY/,/files/ENCFF376EDY/,/files/ENCFF587FIW/,/files/ENCFF141FSQ/,/files/ENCFF669RJP/,/files/ENCFF468GQN/,/files/ENCFF676VSI/,/files/ENCFF305IRW/,/files/ENCFF728VKA/,/files/ENCFF134WPJ/,/files/ENCFF178PJI/		ENCBS122WMZ	1	2		Homo sapiens	embryonic	108 days										/replicates/79b3f040-e6af-4e81-a858-169114bebabb/
/experiments/ENCSR000EOH/	ENCSR000EOH	DNase-seq	DNase-seq			fibroblast of pulmonary artery	fibroblast of pulmonary artery	DNase-seq and DGF on human HPAF	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF000AFY/,/files/ENCFF001BLH/,/files/ENCFF001BLI/,/files/ENCFF001BLJ/,/files/ENCFF001BLL/,/files/ENCFF001BLQ/,/files/ENCFF001BME/,/files/ENCFF001DJV/,/files/ENCFF001DJX/,/files/ENCFF001DJY/,/files/ENCFF001DKB/,/files/ENCFF001DKJ/,/files/ENCFF001SRM/,/files/ENCFF001WAP/,/files/ENCFF001WAQ/,/files/ENCFF001WLM/,/files/ENCFF001WLO/,/files/ENCFF001DJU/,/files/ENCFF001DJW/,/files/ENCFF001DJZ/,/files/ENCFF001DKA/,/files/ENCFF001DKR/,/files/ENCFF001WLL/,/files/ENCFF001WLN/,/files/ENCFF285RGQ/,/files/ENCFF297WVA/,/files/ENCFF781MSJ/,/files/ENCFF607MTN/,/files/ENCFF609NGS/,/files/ENCFF309FEP/,/files/ENCFF947HCM/,/files/ENCFF336ZKT/,/files/ENCFF691YGH/,/files/ENCFF893BCO/,/files/ENCFF137BKN/,/files/ENCFF154RJK/,/files/ENCFF385ZNB/,/files/ENCFF717UJH/,/files/ENCFF096GNQ/,/files/ENCFF247WYA/,/files/ENCFF990WJW/,/files/ENCFF417VBX/,/files/ENCFF866XOM/,/files/ENCFF714CUF/,/files/ENCFF572EBW/,/files/ENCFF457UUE/,/files/ENCFF946PDE/,/files/ENCFF496CFW/,/files/ENCFF014GDJ/,/files/ENCFF597SVJ/,/files/ENCFF415SDP/,/files/ENCFF473JYD/,/files/ENCFF923OJU/,/files/ENCFF478KIZ/,/files/ENCFF466EPL/,/files/ENCFF835RFM/,/files/ENCFF201DYO/,/files/ENCFF824AFH/,/files/ENCFF183UTZ/,/files/ENCFF180HTT/,/files/ENCFF558NEX/,/files/ENCFF195GIN/,/files/ENCFF713NNM/,/files/ENCFF684WTR/,/files/ENCFF540TWK/,/files/ENCFF051JWD/,/files/ENCFF460GLB/,/files/ENCFF824EWK/,/files/ENCFF033BYV/,/files/ENCFF981HHK/,/files/ENCFF184UHW/,/files/ENCFF855ZLB/,/files/ENCFF544SDX/,/files/ENCFF207ZCP/,/files/ENCFF027MCW/,/files/ENCFF621VZF/,/files/ENCFF310KWU/,/files/ENCFF661HMC/,/files/ENCFF145OVA/,/files/ENCFF905MWC/,/files/ENCFF422KZK/,/files/ENCFF062YLR/,/files/ENCFF534IVA/,/files/ENCFF620PLE/,/files/ENCFF721KUW/,/files/ENCFF013IRY/,/files/ENCFF141OMT/,/files/ENCFF755MEK/,/files/ENCFF912FJN/,/files/ENCFF192YVE/,/files/ENCFF780JGH/,/files/ENCFF468BVX/,/files/ENCFF504DCZ/,/files/ENCFF716FQU/		ENCBS769DLJ,ENCBS321AAA	2,1	1		Homo sapiens	unknown											/replicates/4f3276eb-00a5-4d20-b64b-6799cca11337/,/replicates/02e7c75b-8d24-4974-b23a-86f83777778c/
/experiments/ENCSR076YBB/	ENCSR076YBB	DNase-seq	DNase-seq			lung male embryo (108 days)	lung		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF228YDF/,/files/ENCFF820YAI/,/files/ENCFF992VNB/,/files/ENCFF761IBC/,/files/ENCFF271FDF/,/files/ENCFF510CBF/,/files/ENCFF225ELC/,/files/ENCFF274FLT/,/files/ENCFF662ZHY/,/files/ENCFF369GAZ/,/files/ENCFF389NDR/,/files/ENCFF453TGU/,/files/ENCFF348XAU/,/files/ENCFF601AVI/,/files/ENCFF238ZFI/,/files/ENCFF994WGQ/,/files/ENCFF520AVF/,/files/ENCFF906DQD/,/files/ENCFF751UPQ/,/files/ENCFF964MMS/,/files/ENCFF290EPY/,/files/ENCFF985JEC/,/files/ENCFF794RGX/,/files/ENCFF776CQU/,/files/ENCFF475YJR/,/files/ENCFF174JJU/,/files/ENCFF216SYK/,/files/ENCFF847XIJ/,/files/ENCFF447NEL/,/files/ENCFF237MKB/,/files/ENCFF121ZBR/,/files/ENCFF957ICD/,/files/ENCFF296RML/,/files/ENCFF461MVJ/,/files/ENCFF868SVK/,/files/ENCFF979TZB/		ENCBS015WUS	1	1		Homo sapiens	embryonic	108 days										/replicates/afb913d0-c13a-4c3c-98b9-e459e8edfc81/
/experiments/ENCSR445XYW/	ENCSR445XYW	DNase-seq	DNase-seq			right lung female embryo (98 days)	right lung		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF709FIV/,/files/ENCFF119ALK/,/files/ENCFF796WDQ/,/files/ENCFF699ZLC/,/files/ENCFF189ZZZ/,/files/ENCFF161KDU/,/files/ENCFF244NCR/,/files/ENCFF428OZI/,/files/ENCFF338EEF/,/files/ENCFF122LAW/,/files/ENCFF427YAL/,/files/ENCFF346VUR/,/files/ENCFF018YPA/,/files/ENCFF777GGY/,/files/ENCFF670BAT/,/files/ENCFF999WHN/,/files/ENCFF926QIQ/,/files/ENCFF171NVI/,/files/ENCFF866ESU/,/files/ENCFF852EZT/,/files/ENCFF737HEQ/,/files/ENCFF227IYL/,/files/ENCFF684OOX/,/files/ENCFF758TKE/,/files/ENCFF779RJW/,/files/ENCFF338GCP/,/files/ENCFF149AOU/,/files/ENCFF070VRK/,/files/ENCFF655EOY/,/files/ENCFF436AOM/,/files/ENCFF567EID/,/files/ENCFF085XYO/,/files/ENCFF590GCM/,/files/ENCFF507GGA/,/files/ENCFF722OGE/,/files/ENCFF982BYK/,/files/ENCFF845NMQ/		ENCBS993PWO	1	2		Homo sapiens	embryonic	98 days										/replicates/dad7daac-50d8-4b07-98cc-3ae0435ae5e1/
/experiments/ENCSR318JAA/	ENCSR318JAA	DNase-seq	DNase-seq			left renal pelvis male embryo (105 days)	left renal pelvis		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF294DCM/,/files/ENCFF440JWR/,/files/ENCFF827CXU/,/files/ENCFF339KAU/,/files/ENCFF666ZAJ/,/files/ENCFF620RCS/,/files/ENCFF837RXO/,/files/ENCFF504EOC/,/files/ENCFF854WRN/,/files/ENCFF195EWH/,/files/ENCFF946SSJ/,/files/ENCFF657QAX/,/files/ENCFF639WUS/,/files/ENCFF535UMN/,/files/ENCFF167WBA/,/files/ENCFF925TDW/,/files/ENCFF098TIA/,/files/ENCFF353IWR/,/files/ENCFF995OBT/,/files/ENCFF378QXH/,/files/ENCFF036XTH/,/files/ENCFF658BJS/,/files/ENCFF660ODI/,/files/ENCFF142BHL/,/files/ENCFF221SVW/,/files/ENCFF798VQL/,/files/ENCFF637LBX/,/files/ENCFF611DFH/,/files/ENCFF283GEW/,/files/ENCFF510NCS/,/files/ENCFF700GWL/,/files/ENCFF171SET/,/files/ENCFF896VBP/,/files/ENCFF997GME/,/files/ENCFF655YIP/,/files/ENCFF271ZJR/,/files/ENCFF451TED/,/files/ENCFF360YJI/		ENCBS257BTU	1	3		Homo sapiens	embryonic	105 days										/replicates/1ec80bc3-fb33-40a4-8d8c-23d608fd95b8/
/experiments/ENCSR000ELA/	ENCSR000ELA	DNase-seq	DNase-seq			D721Med	D721Med	Duke human Medullo DNase-seq	Gregory Crawford, Duke	ENCODE	released	/files/ENCFF000ADS/,/files/ENCFF000SZS/,/files/ENCFF000SZT/,/files/ENCFF000SZU/,/files/ENCFF000SZX/,/files/ENCFF000SZY/,/files/ENCFF000TAD/,/files/ENCFF000TAE/,/files/ENCFF001SPG/,/files/ENCFF001UXA/,/files/ENCFF084MDR/,/files/ENCFF637RVC/,/files/ENCFF842GQD/,/files/ENCFF611NKL/,/files/ENCFF243ISB/,/files/ENCFF977FLR/,/files/ENCFF652AMA/,/files/ENCFF535ALA/,/files/ENCFF823MHB/,/files/ENCFF493FNU/,/files/ENCFF773TDC/,/files/ENCFF090MXU/,/files/ENCFF661PXJ/,/files/ENCFF833HZV/,/files/ENCFF585BKY/,/files/ENCFF204JAK/,/files/ENCFF546EQE/,/files/ENCFF148MAV/,/files/ENCFF354GCE/,/files/ENCFF029KDY/,/files/ENCFF083JDQ/,/files/ENCFF180PED/,/files/ENCFF406ESY/,/files/ENCFF336ZOR/,/files/ENCFF792YWN/,/files/ENCFF061UOR/		ENCBS253AAA	1	2,1		Homo sapiens	child	2 years										/replicates/2cac71f2-de3b-4560-ad1b-7125fcad0411/,/replicates/e6f5366f-edff-4cf9-84d5-725c69f51a21/
